trip_id,transport_type,origin_station,destination_station,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,peak_hour
T00279,Train,Station_46,Station_10,-6.0,Fog,29.49,56.99,25.09,1.35,Protest,0
T00280,Metro,Station_13,Station_42,10.0,Cloudy,23.77,58.09,11.74,1.5,Festival,0
T00281,Metro,Station_31,Station_40,6.0,Snow,6.43,52.58,9.99,13.76,No Event,0
T00282,Train,Station_30,Station_33,-8.0,Cloudy,17.64,49.81,17.51,,No Event,0
T00283,Tram,Station_3,Station_13,23.0,Snow,14.64,48.76,0.9,15.29,Sports,0
T00284,Train,Station_30,Station_41,25.0,Storm,16.49,53.79,42.79,26.16,Festival,0
T00285,Tram,Station_6,Station_42,12.0,Rain,23.46,45.77,18.85,7.78,Concert,0
T00286,Bus,Station_29,Station_47,6.0,Clear,20.22,45.61,12.64,1.75,Festival,0
T00287,Bus,Station_8,Station_37,11.0,Fog,25.87,52.08,11.62,1.91,No Event,0
T00288,Bus,Station_44,Station_16,-2.0,Fog,23.46,59.14,19.13,1.61,No Event,0
T00289,Metro,Station_45,Station_45,2.0,Snow,-2.629999999999999,42.81,15.7,17.11,No Event,0
T00290,Bus,Station_43,Station_22,35.0,Storm,11.329999999999998,47.79,17.0,28.98,Concert,0
T00291,Tram,Station_44,Station_20,13.0,Storm,27.67,53.38,48.18,,No Event,0
T00292,Bus,Station_33,Station_50,21.0,Clear,21.96,57.61,,2.27,No Event,0
T00293,Train,Station_17,Station_43,1.0,Rain,18.03,50.37,10.09,8.44,No Event,0
T00294,Train,Station_48,Station_27,-7.0,Fog,29.37,49.45,11.31,1.88,No Event,0
T00295,Metro,Station_11,Station_41,16.0,Snow,-1.1400000000000006,49.43,15.44,15.25,No Event,0
T00296,Train,Station_13,Station_16,16.0,Storm,13.149999999999999,44.78,37.97,37.13,No Event,0
T00297,Tram,Station_50,Station_34,4.0,Fog,33.7,49.35,2.7,2.21,Festival,0
T00298,Bus,Station_11,Station_32,9.0,Snow,4.859999999999999,50.32,8.16,16.22,No Event,0
T00299,Metro,Station_31,Station_26,-1.0,Cloudy,21.49,55.89,11.81,1.74,No Event,0
T00300,Bus,Station_28,Station_25,14.0,Fog,27.73,46.65,16.1,1.92,Concert,1
T00301,Bus,Station_44,Station_2,14.0,Rain,,42.55,10.7,4.8,Festival,1
T00302,Tram,Station_6,Station_12,24.0,Snow,6.359999999999999,46.34,18.52,15.8,Concert,1
T00303,Train,Station_41,Station_40,3.0,Rain,11.850000000000001,54.58,8.81,7.85,No Event,1
T00304,Train,Station_16,Station_9,2.0,Fog,,54.39,4.95,1.89,Festival,0
T00305,Bus,Station_4,Station_12,13.0,Cloudy,21.57,43.45,9.35,1.78,No Event,0
T00306,Metro,Station_35,Station_26,-1.0,Rain,30.119999999999997,48.08,10.05,3.03,No Event,0
T00307,Train,Station_48,Station_9,22.0,Storm,18.4,52.25,41.62,17.09,Concert,0
T00308,Metro,Station_26,Station_10,4.0,Snow,2.0,53.34,13.73,14.379999999999999,Sports,0
T00309,Train,Station_12,Station_32,-13.0,Fog,24.89,55.38,14.44,1.81,No Event,0
T00310,Metro,Station_11,Station_34,11.0,Cloudy,21.86,60.36,14.0,2.37,Festival,0
T00311,Tram,Station_37,Station_48,14.0,Storm,,46.48,39.91,9.83,Concert,0
T00312,Metro,Station_25,Station_20,0.0,Fog,25.41,52.46,22.77,1.85,Festival,0
T00313,Tram,Station_18,Station_39,-1.0,Cloudy,24.92,49.79,12.16,1.09,No Event,0
T00314,Tram,Station_19,Station_2,10.0,Storm,10.489999999999998,52.8,42.21,17.36,No Event,0
T00315,Metro,Station_23,Station_1,6.0,Rain,12.57,44.69,18.86,11.7,No Event,0
T00316,Tram,Station_38,Station_36,-5.0,Fog,26.22,59.44,19.9,1.76,No Event,0
T00317,Bus,Station_18,Station_24,8.0,Fog,22.07,54.26,13.79,2.08,No Event,0
T00318,Tram,Station_26,Station_27,14.0,Rain,12.530000000000001,56.85,11.62,9.9,Sports,0
T00319,Train,Station_6,Station_2,16.0,Clear,16.07,49.4,15.95,2.48,Concert,0
T00320,Metro,Station_4,Station_31,15.0,Storm,1.5500000000000007,56.31,47.84,36.16,No Event,0
T00321,Bus,Station_44,Station_14,-2.0,Rain,18.54,57.14,12.43,4.91,No Event,0
T00322,Metro,Station_29,Station_2,-3.0,Fog,18.16,48.44,23.54,1.87,No Event,0
T00323,Train,Station_34,Station_29,15.0,Storm,18.06,50.62,31.060000000000002,23.54,Festival,0
T00324,Train,Station_17,Station_15,9.0,Storm,19.24,58.08,42.9,11.42,No Event,0
T00325,Train,Station_43,Station_12,8.0,Clear,15.82,49.97,9.44,1.89,Concert,0
T00326,Tram,Station_43,Station_37,8.0,Fog,30.3,51.89,19.77,2.41,Concert,0
T00327,Tram,Station_16,Station_28,1.0,Cloudy,16.85,44.39,24.6,1.79,No Event,0
T00328,Metro,Station_2,Station_20,-1.0,Clear,21.93,47.6,,1.94,No Event,0
T00329,Metro,Station_34,Station_39,-7.0,Clear,25.31,55.79,13.62,2.05,No Event,0
T00330,Bus,Station_8,Station_24,22.0,Cloudy,17.36,61.71,13.84,2.07,Protest,0
T00331,Bus,Station_13,Station_21,1.0,Cloudy,33.11,50.33,17.12,2.13,Sports,0
T00332,Metro,Station_42,Station_10,1.0,Clear,23.7,54.2,17.12,1.96,Sports,0
T00333,Tram,Station_8,Station_46,21.0,Storm,4.300000000000001,52.07,46.260000000000005,22.2,Sports,0
T00334,Train,Station_30,Station_14,0.0,Rain,18.03,50.19,18.41,3.98,No Event,0
T00335,Metro,Station_32,Station_37,-1.0,Rain,26.38,48.61,11.1,7.23,No Event,0
T00336,Bus,Station_36,Station_18,11.0,Clear,22.47,53.8,8.66,1.87,Festival,0
T00337,Tram,Station_47,Station_24,7.0,Storm,9.05,55.11,45.8,19.78,Protest,0
T00338,Metro,Station_30,Station_14,-4.0,Cloudy,17.84,47.24,9.39,1.81,Concert,0
T00339,Metro,Station_1,Station_34,15.0,Snow,-1.2300000000000004,52.82,2.41,15.379999999999999,Concert,0
T00340,Tram,Station_43,Station_12,-3.0,Clear,32.1,47.25,12.87,1.93,No Event,1
T00341,Metro,Station_39,Station_22,12.0,Fog,21.65,52.46,14.5,2.19,No Event,1
T00342,Tram,Station_17,Station_6,21.0,Storm,16.43,56.44,40.96,11.370000000000001,Concert,1
T00343,Train,Station_20,Station_36,10.0,Fog,11.08,44.89,14.33,1.68,Festival,1
T00344,Tram,Station_24,Station_45,-4.0,Fog,21.03,56.8,14.09,2.2,No Event,0
T00345,Tram,Station_50,Station_36,-2.0,Clear,23.72,52.39,15.36,2.5,No Event,0
T00346,Tram,Station_22,Station_22,15.0,Storm,6.129999999999999,53.26,34.44,25.52,No Event,0
T00347,Metro,Station_29,Station_14,-6.0,Fog,30.26,49.48,16.3,1.83,No Event,0
T00348,Metro,Station_22,Station_16,12.0,Storm,20.38,53.69,,25.06,No Event,0
T00349,Tram,Station_44,Station_36,12.0,Rain,21.5,54.57,11.95,5.76,Parade,0
T00350,Metro,Station_9,Station_25,16.0,Snow,7.329999999999998,63.06999999999999,10.51,15.02,Protest,0
T00351,Bus,Station_37,Station_32,9.0,Fog,25.67,47.64,19.42,2.05,Festival,0
T00352,Bus,Station_10,Station_33,18.0,Fog,15.07,46.56,13.52,2.2,Concert,0
T00353,Metro,Station_36,Station_45,10.0,Storm,,50.89,34.11,19.93,No Event,0
T00354,Metro,Station_37,Station_36,16.0,Snow,10.739999999999998,49.32,14.78,15.07,Parade,0
T00355,Tram,Station_28,Station_20,-2.0,Rain,5.59,53.7,19.62,4.029999999999999,No Event,0
T00356,Train,Station_28,Station_18,8.0,Fog,18.06,47.74,14.41,1.86,Festival,0
T00357,Metro,Station_42,Station_38,-3.0,Clear,20.44,52.89,9.63,1.4,Sports,0
T00358,Bus,Station_43,Station_3,24.0,Storm,13.760000000000002,43.18,55.92,24.65,No Event,0
T00359,Tram,Station_21,Station_23,14.0,Storm,9.79,54.04,61.64,14.3,No Event,0
T00360,Metro,Station_24,Station_32,-4.0,Fog,29.36,58.26,17.35,2.29,No Event,0
T00361,Bus,Station_42,Station_45,0.0,Rain,25.509999999999998,53.45,17.89,4.529999999999999,No Event,0
T00362,Bus,Station_40,Station_16,-2.0,Fog,23.79,48.13,14.73,1.6,No Event,0
T00363,Train,Station_2,Station_5,7.0,Cloudy,32.28,60.85,17.77,2.21,Festival,0
T00364,Tram,Station_8,Station_4,-2.0,Fog,28.15,46.37,9.68,2.05,Sports,0
T00365,Tram,Station_48,Station_21,6.0,Snow,-6.010000000000002,56.95,22.41,15.4,No Event,0
T00366,Train,Station_27,Station_40,10.0,Snow,-5.789999999999999,43.74,12.6,14.68,No Event,0
T00367,Train,Station_22,Station_14,4.0,Cloudy,16.1,55.41,18.1,2.35,Concert,0
T00368,Tram,Station_37,Station_39,7.0,Snow,-4.34,45.33,18.36,14.86,No Event,0
T00369,Tram,Station_27,Station_31,7.0,Snow,-1.3900000000000006,48.11,15.39,15.379999999999999,No Event,0
T00370,Metro,Station_29,Station_14,2.0,Clear,33.88,62.51,13.38,2.57,Concert,0
T00371,Metro,Station_3,Station_6,18.0,Storm,7.879999999999999,57.12,33.019999999999996,29.61,No Event,0
T00372,Train,Station_44,Station_12,8.0,Snow,-1.1400000000000006,49.89,17.42,15.16,No Event,0
T00373,Metro,Station_13,Station_16,6.0,Storm,12.75,55.86,41.019999999999996,15.23,No Event,0
T00374,Bus,Station_45,Station_17,10.0,Rain,30.35,50.64,20.2,5.32,No Event,0
T00375,Metro,Station_10,Station_45,5.0,Fog,21.17,55.91,22.02,1.81,No Event,0
T00376,Metro,Station_36,Station_23,-6.0,Clear,33.9,57.05,4.4,2.02,No Event,0
T00377,Bus,Station_9,Station_14,15.0,Cloudy,15.739999999999998,45.48,12.71,1.97,No Event,0
T00378,Train,Station_27,Station_7,11.0,Rain,21.44,49.66,10.25,2.8899999999999997,Festival,0
T00379,Bus,Station_34,Station_46,25.0,Clear,19.18,52.36,2.77,1.64,Sports,0
T00380,Metro,Station_1,Station_32,2.0,Clear,24.84,57.25,18.7,1.92,Concert,0
T00381,Train,Station_32,Station_15,3.0,Cloudy,,50.45,1.91,1.92,No Event,0
T00382,Metro,Station_25,Station_44,-8.0,Cloudy,24.46,54.77,13.9,2.09,No Event,0
T00383,Bus,Station_29,Station_17,10.0,Storm,7.640000000000001,38.13,56.79,,No Event,0
T00384,Bus,Station_7,Station_41,5.0,Fog,26.18,53.58,19.94,2.05,Protest,0
T00385,Metro,Station_49,Station_47,0.0,Rain,9.84,51.55,10.59,12.02,No Event,0
T00386,Tram,Station_3,Station_44,-7.0,Fog,18.05,53.13,20.44,2.62,No Event,0
T00387,Tram,Station_20,Station_34,-9.0,Rain,18.09,54.26,26.91,7.02,No Event,0
T00388,Bus,Station_20,Station_5,25.0,Clear,22.9,49.41,23.92,2.35,Festival,0
T00389,Bus,Station_30,Station_45,11.0,Snow,7.640000000000001,49.12,23.52,15.81,Festival,0
T00390,Tram,Station_35,Station_27,4.0,Snow,4.460000000000001,49.63,16.21,15.75,No Event,0
T00391,Tram,Station_35,Station_23,2.0,Cloudy,20.02,49.88,12.02,2.49,Sports,0
T00392,Metro,Station_49,Station_40,-6.0,Cloudy,23.41,46.71,8.88,2.3,No Event,0
T00393,Metro,Station_39,Station_14,-1.0,Clear,21.25,49.88,19.15,2.16,No Event,0
T00394,Tram,Station_27,Station_15,1.0,Clear,28.17,52.29,22.64,2.14,No Event,0
T00395,Metro,Station_26,Station_43,1.0,Rain,20.91,52.73,18.55,4.41,No Event,0
T00396,Metro,Station_14,Station_33,0.0,Clear,27.05,49.73,17.85,1.84,No Event,1
T00397,Train,Station_17,Station_31,20.0,Rain,15.11,57.69,17.93,8.82,Festival,1
T00398,Metro,Station_18,Station_35,5.0,Fog,20.08,53.01,8.82,1.91,Protest,1
T00399,Bus,Station_45,Station_17,3.0,Cloudy,20.7,60.85,18.77,1.63,No Event,1
T00400,Metro,Station_29,Station_28,2.0,Cloudy,29.200000000000003,55.14,12.57,2.07,No Event,0
T00401,Metro,Station_20,Station_19,7.0,Snow,6.379999999999999,41.22,9.72,15.91,No Event,0
T00402,Tram,Station_27,Station_46,5.0,Snow,18.950000000000003,46.15,16.71,15.66,No Event,0
T00403,Bus,Station_18,Station_23,2.0,Cloudy,27.81,55.75,14.9,2.18,Festival,0
T00404,Metro,Station_4,Station_32,1.0,Fog,24.98,58.84,9.24,2.6,No Event,0
T00405,Metro,Station_1,Station_40,11.0,Fog,27.96,57.22,11.69,2.04,Concert,0
T00406,Train,Station_50,Station_13,31.0,Storm,15.59,53.44,52.629999999999995,13.9,No Event,0
T00407,Metro,Station_1,Station_20,3.0,Rain,21.91,60.88,11.2,8.76,No Event,0
T00408,Metro,Station_26,Station_35,2.0,Snow,19.78,51.5,10.59,14.7,No Event,0
T00409,Train,Station_45,Station_5,12.0,Rain,22.92,55.09,26.74,2.75,Festival,0
T00410,Tram,Station_20,Station_9,9.0,Snow,14.64,,16.8,14.0,Sports,0
T00411,Metro,Station_23,Station_29,12.0,Storm,15.829999999999998,60.28,43.75,31.3,No Event,0
T00412,Train,Station_10,Station_6,-1.0,Cloudy,20.42,58.41,18.26,1.79,Protest,0
T00413,Bus,Station_11,Station_25,22.0,Rain,14.68,58.08,24.43,12.74,Festival,0
T00414,Tram,Station_41,Station_31,5.0,Snow,15.280000000000001,49.2,14.26,15.15,No Event,0
T00415,Bus,Station_41,Station_22,8.0,Rain,22.94,53.94,11.52,7.82,No Event,0
T00416,Bus,Station_5,Station_2,15.0,Cloudy,26.8,54.32,10.49,1.55,No Event,0
T00417,Train,Station_1,Station_45,-1.0,Clear,30.49,61.34,9.52,2.35,No Event,0
T00418,Metro,Station_17,Station_5,22.0,Snow,,47.94,19.04,15.17,Concert,0
T00419,Train,Station_22,Station_27,-5.0,Clear,28.02,51.32,,2.23,No Event,0
T00420,Train,Station_34,Station_25,6.0,Storm,14.870000000000001,51.58,32.1,27.259999999999998,No Event,0
T00421,Train,Station_45,Station_8,-2.0,Fog,24.22,53.14,17.02,1.65,No Event,0
T00422,Train,Station_41,Station_1,4.0,Rain,26.36,51.64,16.23,3.5,No Event,0
T00423,Tram,Station_29,Station_20,9.0,Snow,-4.510000000000002,54.82,15.18,14.73,No Event,0
T00424,Metro,Station_4,Station_44,12.0,Rain,18.14,60.57,24.12,11.18,Concert,0
T00425,Bus,Station_5,Station_23,14.0,Storm,9.98,55.1,54.18,23.39,No Event,0
T00426,Bus,Station_11,Station_32,30.0,Storm,17.82,52.58,39.84,8.99,No Event,0
T00427,Metro,Station_21,Station_11,5.0,Rain,21.59,50.53,9.5,10.69,No Event,0
T00428,Bus,Station_35,Station_39,33.0,Snow,4.789999999999999,51.64,9.06,14.76,Festival,0
T00429,Metro,Station_12,Station_47,-6.0,Cloudy,,54.28,,1.63,No Event,0
T00430,Bus,Station_26,Station_24,22.0,Cloudy,29.06,59.37,17.21,,No Event,0
T00431,Train,Station_19,Station_11,-2.0,Fog,22.05,49.61,15.7,2.06,No Event,0
T00432,Bus,Station_45,Station_29,13.0,Rain,11.16,52.62,12.86,4.87,No Event,0
T00433,Metro,Station_7,Station_26,1.0,Rain,16.69,51.34,19.75,0.31999999999999984,No Event,0
T00434,Metro,Station_47,Station_16,8.0,Snow,7.010000000000002,54.21,16.87,15.35,Concert,0
T00435,Metro,Station_7,Station_35,2.0,Rain,22.74,,12.71,-1.08,Protest,0
T00436,Metro,Station_26,Station_20,14.0,Snow,2.0799999999999983,43.58,13.47,15.22,No Event,1
T00437,Metro,Station_40,Station_46,5.0,Rain,14.41,50.42,12.59,5.16,No Event,1
T00438,Tram,Station_5,Station_3,16.0,Storm,13.829999999999998,53.56,46.8,16.7,Sports,1
T00439,Tram,Station_21,Station_1,8.0,Clear,23.67,50.15,,,No Event,1
T00440,Bus,Station_14,Station_47,5.0,Rain,19.83,,12.8,0.04999999999999982,No Event,0
T00441,Metro,Station_4,Station_1,-7.0,Clear,26.98,58.82,15.53,1.99,No Event,0
T00442,Bus,Station_23,Station_17,13.0,Cloudy,15.260000000000002,54.85,,1.92,Festival,0
T00443,Metro,Station_42,Station_2,-7.0,Fog,19.42,50.11,17.09,1.71,Protest,0
T00444,Metro,Station_20,Station_29,-5.0,Cloudy,26.53,56.32,26.4,2.1,No Event,0
T00445,Tram,Station_15,Station_20,-1.0,Rain,18.92,53.85,9.04,11.31,No Event,0
T00446,Tram,Station_50,Station_6,20.0,Snow,9.379999999999999,,18.9,15.82,Sports,0
T00447,Train,Station_45,Station_8,-1.0,Cloudy,23.85,53.98,13.62,2.14,No Event,0
T00448,Tram,Station_29,Station_29,10.0,Storm,18.46,51.75,43.83,23.65,Sports,0
T00449,Train,Station_8,Station_48,-7.0,Clear,22.02,52.76,12.77,1.49,No Event,0
T00450,Train,Station_41,Station_33,18.0,Snow,0.14000000000000057,45.55,13.65,16.259999999999998,Parade,0
T00451,Train,Station_48,Station_3,8.0,Snow,1.4100000000000001,46.56,27.43,14.68,Sports,0
T00452,Train,Station_19,Station_35,7.0,Rain,20.73,57.86,17.68,9.16,No Event,0
T00453,Train,Station_48,Station_5,15.0,Storm,13.86,51.97,46.25,17.97,No Event,0
T00454,Bus,Station_39,Station_27,-4.0,Clear,26.0,55.11,10.09,2.27,No Event,0
T00455,Tram,Station_46,Station_44,13.0,Storm,9.98,60.94,35.230000000000004,30.240000000000002,No Event,0
T00456,Train,Station_28,Station_12,4.0,Cloudy,21.91,55.47,4.28,1.69,Concert,0
T00457,Metro,Station_46,Station_20,3.0,Rain,28.46,58.55,10.08,11.42,No Event,0
T00458,Tram,Station_27,Station_45,13.0,Snow,6.75,49.89,8.99,14.79,Concert,0
T00459,Tram,Station_4,Station_20,14.0,Snow,11.010000000000002,51.15,13.62,14.16,No Event,0
T00460,Train,Station_15,Station_9,6.0,Cloudy,18.81,57.01,11.94,1.69,Sports,0
T00461,Bus,Station_35,Station_39,13.0,Snow,9.48,45.81,4.81,12.92,No Event,0
T00462,Train,Station_37,Station_4,1.0,Fog,27.58,49.43,15.91,1.52,Sports,0
T00463,Bus,Station_1,Station_19,17.0,Rain,,61.05,11.13,3.98,No Event,0
T00464,Metro,Station_3,Station_38,2.0,Cloudy,28.58,62.6,17.25,2.66,No Event,0
T00465,Tram,Station_47,Station_27,1.0,Rain,17.93,40.54,11.14,5.85,No Event,0
T00466,Metro,Station_24,Station_45,-2.0,Clear,25.91,56.07,12.1,2.15,No Event,0
T00467,Bus,Station_27,Station_43,-3.0,Rain,20.98,52.41,8.12,11.95,No Event,0
T00468,Bus,Station_40,Station_13,22.0,Rain,19.47,52.4,14.5,3.77,No Event,0
T00469,Metro,Station_36,Station_13,28.0,Clear,24.68,48.66,17.8,1.9,Parade,0
T00470,Bus,Station_34,Station_22,3.0,Cloudy,23.88,61.09,13.9,1.79,No Event,0
T00471,Metro,Station_29,Station_28,5.0,Rain,15.91,49.47,23.63,2.04,Sports,0
T00472,Tram,Station_24,Station_47,20.0,Storm,12.469999999999999,45.67,46.79,22.79,No Event,0
T00473,Metro,Station_24,Station_45,3.0,Rain,22.23,45.16,23.56,11.82,No Event,0
T00474,Tram,Station_42,Station_22,4.0,Cloudy,23.51,51.87,21.96,2.02,Concert,0
T00475,Metro,Station_4,Station_43,9.0,Snow,4.149999999999999,44.83,13.41,13.96,Festival,0
T00476,Bus,Station_3,Station_19,15.0,Clear,28.01,60.9,21.43,1.98,No Event,0
T00477,Metro,Station_34,Station_8,14.0,Snow,6.510000000000002,49.45,20.28,13.91,Festival,0
T00478,Bus,Station_49,Station_8,6.0,Cloudy,26.12,48.64,14.93,1.86,No Event,0
T00479,Metro,Station_23,Station_42,6.0,Fog,35.99,55.81,19.14,1.68,Concert,0
T00480,Metro,Station_23,Station_26,2.0,Snow,5.379999999999999,45.17,10.04,15.49,No Event,0
T00481,Train,Station_45,Station_48,5.0,Rain,14.030000000000001,42.43,18.46,,No Event,0
T00482,Bus,Station_5,Station_26,11.0,Rain,13.760000000000002,45.58,13.63,5.13,No Event,0
T00483,Train,Station_31,Station_23,-1.0,Clear,30.83,47.89,21.64,1.61,No Event,0
T00484,Bus,Station_41,Station_43,4.0,Rain,20.72,55.97,15.68,6.04,No Event,0
T00485,Train,Station_6,Station_13,31.0,Storm,8.219999999999999,55.3,52.0,19.07,No Event,0
T00486,Tram,Station_37,Station_28,23.0,Storm,14.469999999999999,51.02,50.59,19.4,Concert,0
T00487,Metro,Station_10,Station_9,15.0,Snow,3.969999999999999,47.45,26.89,,No Event,0
T00488,Bus,Station_40,Station_20,11.0,Cloudy,25.07,55.82,8.15,1.98,No Event,0
T00489,Bus,Station_7,Station_19,9.0,Clear,23.93,47.08,18.68,1.87,No Event,0
T00490,Metro,Station_39,Station_48,1.0,Fog,27.82,53.3,10.29,2.1,Sports,0
T00491,Bus,Station_38,Station_39,37.0,Snow,2.219999999999999,53.34,22.66,13.72,Sports,0
T00492,Bus,Station_21,Station_12,0.0,Cloudy,21.09,51.42,19.45,2.3,No Event,1
T00493,Train,Station_20,Station_15,8.0,Clear,14.28,51.58,11.2,2.02,No Event,1
T00494,Bus,Station_3,Station_31,4.0,Clear,24.59,53.24,7.17,2.02,No Event,1
T00495,Tram,Station_22,Station_14,23.0,Snow,8.670000000000002,51.7,14.14,17.3,Festival,1
T00496,Tram,Station_47,Station_11,3.0,Cloudy,21.65,49.44,12.61,1.6,Sports,0
T00497,Metro,Station_4,Station_26,-1.0,Cloudy,24.42,55.82,12.89,1.72,No Event,0
T00498,Bus,Station_28,Station_42,22.0,Rain,26.15,45.03,,6.99,Protest,0
T00499,Metro,Station_12,Station_27,-16.0,Fog,32.72,58.3,15.22,2.18,No Event,0
T00500,Tram,Station_38,Station_11,8.0,Storm,12.629999999999999,,48.97,25.73,No Event,0
T00501,Bus,Station_36,Station_38,13.0,Rain,26.79,57.15,15.35,0.8999999999999999,Festival,0
T00502,Bus,Station_47,Station_34,3.0,Clear,25.45,46.46,15.28,1.84,Festival,0
T00503,Metro,Station_41,Station_43,1.0,Fog,25.91,57.63,16.34,1.21,Sports,0
T00504,Tram,Station_5,Station_19,2.0,Fog,27.53,52.97,10.67,2.38,No Event,0
T00505,Bus,Station_13,Station_6,13.0,Cloudy,27.14,51.09,22.97,1.99,No Event,0
T00506,Metro,Station_23,Station_46,2.0,Fog,15.07,52.18,15.51,1.86,Festival,0
T00507,Tram,Station_50,Station_38,8.0,Snow,2.6900000000000013,40.23,11.95,13.19,Concert,0
T00508,Metro,Station_30,Station_49,-5.0,Fog,17.49,57.36,22.88,2.26,No Event,0
T00509,Train,Station_37,Station_42,-2.0,Clear,24.66,54.98,15.53,1.82,No Event,0
T00510,Bus,Station_25,Station_28,39.0,Snow,10.8,47.49,11.18,15.61,Festival,0
T00511,Train,Station_48,Station_1,13.0,Snow,2.0700000000000003,54.88,17.57,16.87,Festival,0
T00512,Tram,Station_27,Station_35,17.0,Rain,15.09,,11.39,4.29,Concert,0
T00513,Train,Station_14,Station_40,2.0,Fog,29.47,44.51,,1.77,Sports,0
T00514,Train,Station_48,Station_8,-3.0,Cloudy,22.18,50.31,16.73,1.41,No Event,0
T00515,Tram,Station_47,Station_47,6.0,Rain,28.1,52.66,16.66,4.1899999999999995,Concert,0
T00516,Metro,Station_36,Station_7,10.0,Cloudy,24.12,,19.28,1.87,Concert,0
T00517,Train,Station_39,Station_11,-4.0,Fog,34.96,48.98,12.92,2.16,No Event,0
T00518,Metro,Station_16,Station_39,0.0,Rain,17.91,49.5,2.71,4.5,Protest,0
T00519,Train,Station_22,Station_4,6.0,Fog,17.46,45.92,12.97,2.1,Festival,0
T00520,Metro,Station_21,Station_25,-1.0,Clear,22.3,53.81,10.33,1.93,No Event,0
T00521,Tram,Station_21,Station_12,4.0,Rain,22.01,49.38,12.31,7.54,Protest,0
T00522,Train,Station_8,Station_26,5.0,Cloudy,25.45,44.64,19.64,2.53,Concert,0
T00523,Tram,Station_49,Station_38,10.0,Clear,30.11,49.34,15.67,1.93,No Event,0
T00524,Train,Station_16,Station_46,11.0,Storm,8.73,53.87,31.33,17.6,Protest,0
T00525,Tram,Station_31,Station_12,-2.0,Cloudy,20.48,46.47,12.67,1.83,No Event,0
T00526,Tram,Station_42,Station_43,13.0,Fog,21.55,47.69,10.48,1.99,Sports,0
T00527,Train,Station_10,Station_37,4.0,Cloudy,24.29,46.36,22.75,2.4,No Event,0
T00528,Train,Station_32,Station_46,20.0,Storm,12.969999999999999,54.94,51.36,21.16,Sports,0
T00529,Train,Station_34,Station_24,-1.0,Cloudy,25.81,48.43,23.88,1.79,No Event,0
T00530,Bus,Station_9,Station_16,-1.0,Clear,25.3,57.94,16.7,1.72,No Event,0
T00531,Metro,Station_17,Station_13,32.0,Snow,2.960000000000001,47.42,12.43,14.4,No Event,0
T00532,Bus,Station_11,Station_25,11.0,Cloudy,24.81,53.12,19.71,2.27,No Event,1
T00533,Bus,Station_32,Station_4,30.0,Rain,23.91,59.8,17.95,7.1,No Event,1
T00534,Tram,Station_10,Station_11,25.0,Storm,23.979999999999997,45.72,47.19,29.13,No Event,1
T00535,Train,Station_22,Station_32,11.0,Cloudy,24.11,54.32,11.27,1.81,Sports,1
T00536,Metro,Station_17,Station_49,19.0,Storm,19.92,59.95,48.35,16.45,Festival,0
T00537,Tram,Station_4,Station_7,14.0,Snow,2.5799999999999983,52.34,17.76,14.81,Festival,0
T00538,Bus,Station_48,Station_46,6.0,Clear,19.51,49.92,11.21,2.35,Festival,0
T00539,Train,Station_47,Station_11,1.0,Rain,13.149999999999999,61.84,24.53,10.8,Protest,0
T00540,Tram,Station_25,Station_28,-2.0,Fog,29.58,35.79,9.44,2.36,No Event,0
T00541,Train,Station_21,Station_41,3.0,Cloudy,21.22,60.12,16.55,2.69,Sports,0
T00542,Tram,Station_37,Station_23,4.0,Clear,31.48,49.01,14.1,1.85,Sports,0
T00543,Train,Station_38,Station_45,14.0,Storm,30.13,53.79,57.4,16.63,No Event,0
T00544,Bus,Station_49,Station_23,12.0,Snow,-0.7300000000000004,42.99,17.82,14.02,Concert,0
T00545,Metro,Station_1,Station_50,9.0,Storm,21.549999999999997,60.18,44.68,25.32,No Event,0
T00546,Bus,Station_25,Station_28,12.0,Snow,,53.68,23.41,16.81,Festival,0
T00547,Metro,Station_36,Station_43,14.0,Snow,5.140000000000001,50.13,8.09,13.66,Concert,0
T00548,Train,Station_17,Station_47,11.0,Clear,21.79,50.33,9.87,2.23,Parade,0
T00549,Tram,Station_41,Station_26,-5.0,Cloudy,13.8,41.04,15.1,1.98,No Event,0
T00550,Bus,Station_24,Station_25,17.0,Fog,32.78,55.72,16.12,1.7,No Event,0
T00551,Metro,Station_2,Station_29,5.0,Cloudy,,49.92,17.62,2.05,Parade,0
T00552,Bus,Station_40,Station_19,-9.0,Rain,21.72,53.09,14.59,4.390000000000001,No Event,0
T00553,Metro,Station_15,Station_33,-2.0,Cloudy,18.54,55.93,17.22,2.58,No Event,0
T00554,Bus,Station_32,Station_36,13.0,Snow,-7.699999999999999,51.62,15.63,16.11,Concert,0
T00555,Metro,Station_39,Station_14,16.0,Snow,,49.13,20.3,15.66,Festival,0
T00556,Metro,Station_6,Station_14,0.0,Rain,21.13,52.01,12.55,10.16,No Event,0
T00557,Train,Station_1,Station_35,7.0,Storm,19.73,,45.46,23.48,No Event,0
T00558,Metro,Station_47,Station_30,7.0,Snow,-0.010000000000001563,49.61,22.13,14.56,No Event,0
T00559,Train,Station_23,Station_28,9.0,Rain,22.27,53.1,16.05,,No Event,0
T00560,Metro,Station_39,Station_17,7.0,Snow,9.34,44.15,16.84,16.23,No Event,0
